boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,조회일,days_after_open,상영지속일수
일별 박스오피스,20230208~20230208,2023-02-08,2023-02-08,4,4,1,OLD,20229551,상견니,2023-01-25,81232865,4.1,5080463,6.7,2598132830,8319,187,2.3,263932,370,650,2023-02-08,14,21
일별 박스오피스,20230209~20230209,2023-02-09,2023-02-09,5,5,-1,OLD,20229551,상견니,2023-01-25,60943948,3.7,-20288917,-25,2659076778,6209,-2110,-25.4,270141,386,645,2023-02-09,15,21
일별 박스오피스,20230210~20230210,2023-02-10,2023-02-10,7,7,-2,OLD,20229551,상견니,2023-01-25,61859752,3,915804,1.5,2720936530,6010,-199,-3.2,276151,392,672,2023-02-10,16,21
일별 박스오피스,20230211~20230211,2023-02-11,2023-02-11,8,8,-1,OLD,20229551,상견니,2023-01-25,105057641,2.6,43197889,69.8,2825994171,9992,3982,66.3,286143,413,720,2023-02-11,17,21
일별 박스오피스,20230212~20230212,2023-02-12,2023-02-12,9,9,-1,OLD,20229551,상견니,2023-01-25,92671906,2.4,-12385735,-11.8,2918666077,8712,-1280,-12.8,294855,404,670,2023-02-12,18,21
일별 박스오피스,20230213~20230213,2023-02-13,2023-02-13,8,8,1,OLD,20229551,상견니,2023-01-25,43835260,3.1,-48836646,-52.7,2962501337,4331,-4381,-50.3,299186,372,625,2023-02-13,19,21
일별 박스오피스,20230214~20230214,2023-02-14,2023-02-14,4,4,4,OLD,20229551,상견니,2023-01-25,99206661,6,55371401,126.3,3061707998,10373,6042,139.5,309559,409,692,2023-02-14,20,21
일별 박스오피스,20230125~20230125,2023-01-25,2023-01-25,10,10,0,NEW,20229518,천룡팔부: 교봉전,2023-01-25,19624657,0.7,19624657,100,32640757,2234,2234,100,3446,289,447,2023-01-25,0,7
일별 박스오피스,20230126~20230126,2023-01-26,2023-01-26,10,10,0,OLD,20229518,천룡팔부: 교봉전,2023-01-25,15848197,0.8,-3776460,-19.2,48488954,1754,-480,-21.5,5200,259,393,2023-01-26,1,7
일별 박스오피스,20230127~20230127,2023-01-27,2023-01-27,10,10,0,OLD,20229518,천룡팔부: 교봉전,2023-01-25,17258497,0.7,1410300,8.9,65747451,1870,116,6.6,7070,263,398,2023-01-27,2,7
일별 박스오피스,20230130~20230130,2023-01-30,2023-01-30,10,10,2,OLD,20229518,천룡팔부: 교봉전,2023-01-25,11778957,0.8,-13643029,-53.7,130117575,1356,-1135,-45.6,13636,238,317,2023-01-30,5,7
일별 박스오피스,20230131~20230131,2023-01-31,2023-01-31,10,10,0,OLD,20229518,천룡팔부: 교봉전,2023-01-25,22895092,1.5,11116135,94.4,153012667,2776,1420,104.7,16412,275,383,2023-01-31,6,7
일별 박스오피스,20230201~20230201,2023-02-01,2023-02-01,4,4,0,NEW,20227374,바빌론,2023-02-01,169383102,8.5,169383102,100,189432102,18056,18056,100,19553,852,1966,2023-02-01,0,21
일별 박스오피스,20230202~20230202,2023-02-02,2023-02-02,4,4,0,OLD,20227374,바빌론,2023-02-01,112610694,7.1,-56772408,-33.5,302042796,11767,-6289,-34.8,31320,830,1814,2023-02-02,1,21
일별 박스오피스,20230203~20230203,2023-02-03,2023-02-03,4,4,0,OLD,20227374,바빌론,2023-02-01,132629007,7.1,20018313,17.8,434671803,13206,1439,12.2,44526,842,1832,2023-02-03,2,21
일별 박스오피스,20230204~20230204,2023-02-04,2023-02-04,4,4,0,OLD,20227374,바빌론,2023-02-01,301905023,7.2,169276016,127.6,736576826,29215,16009,121.2,73741,806,1901,2023-02-04,3,21
일별 박스오피스,20230205~20230205,2023-02-05,2023-02-05,4,4,0,OLD,20227374,바빌론,2023-02-01,241500274,6.7,-60404749,-20,978077100,23463,-5752,-19.7,97204,778,1820,2023-02-05,4,21
일별 박스오피스,20230206~20230206,2023-02-06,2023-02-06,4,4,0,OLD,20227374,바빌론,2023-02-01,85978461,6.6,-155521813,-64.4,1064055561,8844,-14619,-62.3,106048,731,1545,2023-02-06,5,21
일별 박스오피스,20230207~20230207,2023-02-07,2023-02-07,4,4,0,OLD,20227374,바빌론,2023-02-01,83118822,6.3,-2859639,-3.3,1147174383,8605,-239,-2.7,114653,745,1544,2023-02-07,6,21
일별 박스오피스,20230208~20230208,2023-02-08,2023-02-08,6,6,-2,OLD,20227374,바빌론,2023-02-01,67124991,3.4,-15993831,-19.2,1214299374,7272,-1333,-15.5,121925,495,879,2023-02-08,7,21
일별 박스오피스,20230209~20230209,2023-02-09,2023-02-09,6,6,0,OLD,20227374,바빌론,2023-02-01,53857503,3.2,-13267488,-19.8,1268156877,5627,-1645,-22.6,127552,478,850,2023-02-09,8,21
일별 박스오피스,20230210~20230210,2023-02-10,2023-02-10,5,5,1,OLD,20227374,바빌론,2023-02-01,77234649,3.8,23377146,43.4,1345391526,7813,2186,38.8,135365,497,909,2023-02-10,9,21
일별 박스오피스,20230211~20230211,2023-02-11,2023-02-11,6,6,-1,OLD,20227374,바빌론,2023-02-01,142345108,3.5,65110459,84.3,1487736634,13848,6035,77.2,149213,500,953,2023-02-11,10,21
일별 박스오피스,20230212~20230212,2023-02-12,2023-02-12,6,6,0,OLD,20227374,바빌론,2023-02-01,127369496,3.3,-14975612,-10.5,1615106130,12408,-1440,-10.4,161621,497,930,2023-02-12,11,21
일별 박스오피스,20230213~20230213,2023-02-13,2023-02-13,7,7,-1,OLD,20227374,바빌론,2023-02-01,45095353,3.2,-82274143,-64.6,1660201483,4607,-7801,-62.9,166228,438,745,2023-02-13,12,21
일별 박스오피스,20230214~20230214,2023-02-14,2023-02-14,7,7,0,OLD,20227374,바빌론,2023-02-01,49157842,3,4062489,9,1709359325,4981,374,8.1,171209,456,774,2023-02-14,13,21
일별 박스오피스,20230215~20230215,2023-02-15,2023-02-15,9,9,-2,OLD,20227374,바빌론,2023-02-01,19976802,0.7,-29181040,-59.4,1729336127,2011,-2970,-59.6,173220,209,273,2023-02-15,14,21
