boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,조회일,days_after_open,상영지속일수
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,5,5,0,OLD,20252329,패딩턴: 페루에 가다!,2025-02-19,92891700,1.7,-3039200,-3.2,835066000,10139,-404,-3.8,98020,217,519,2025-03-02,11,19
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,6,6,-1,OLD,20252329,패딩턴: 페루에 가다!,2025-02-19,96869900,2.1,3978200,4.3,931935900,10299,160,1.6,108319,219,514,2025-03-03,12,19
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,7,7,13,OLD,20252329,패딩턴: 페루에 가다!,2025-02-19,41816500,1.1,37104400,787.4,991948700,4407,3867,716.1,114769,180,398,2025-03-08,17,19
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,8,8,-1,OLD,20252329,패딩턴: 페루에 가다!,2025-02-19,40895500,1.3,-921000,-2.2,1032844200,4288,-119,-2.7,119057,179,380,2025-03-09,18,19
일별 박스오피스,20250219~20250219,2025-02-19,2025-02-19,9,9,34,OLD,20244361,히어 ,2025-02-19,22618620,2.1,21511620,1943.2,27784620,3227,3104,2523.6,3801,144,453,2025-02-19,0,1
일별 박스오피스,20250221~20250221,2025-02-21,2025-02-21,3,3,17,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,199290800,12.4,193266800,3208.3,217480800,23304,22653,3479.7,25693,660,2341,2025-02-21,0,17
일별 박스오피스,20250222~20250222,2025-02-22,2025-02-22,3,3,0,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,218090900,7.3,18800100,9.4,435571700,23985,681,2.9,49678,709,2316,2025-02-22,1,17
일별 박스오피스,20250223~20250223,2025-02-23,2025-02-23,3,3,0,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,203842800,7.8,-14248100,-6.5,639414500,21312,-2673,-11.1,70990,708,2165,2025-02-23,2,17
일별 박스오피스,20250224~20250224,2025-02-24,2025-02-24,3,3,0,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,79493800,8.9,-124349000,-61,718908300,8788,-12524,-58.8,79778,607,1807,2025-02-24,3,17
일별 박스오피스,20250225~20250225,2025-02-25,2025-02-25,3,3,0,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,76498200,8.7,-2995600,-3.8,795406500,8864,76,0.9,88642,600,1778,2025-02-25,4,17
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,5,5,-2,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,87991100,5.4,11492900,15,883397600,11590,2726,30.8,100232,562,1331,2025-02-26,5,17
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,3,3,2,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,103468600,8.8,15477500,17.6,986866200,11637,47,0.4,111869,581,1349,2025-02-27,6,17
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,5,5,-2,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,49096400,1.4,-54372200,-52.5,1035962600,5550,-6087,-52.3,117419,378,554,2025-02-28,7,17
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,6,6,-1,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,88663900,1.7,39567500,80.6,1124626500,9850,4300,77.5,127269,375,528,2025-03-01,8,17
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,6,6,0,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,83761700,1.5,-4902200,-5.5,1208388200,8941,-909,-9.2,136210,363,516,2025-03-02,9,17
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,7,7,-1,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,76129100,1.7,-7632600,-9.1,1284517300,8459,-482,-5.4,144669,373,513,2025-03-03,10,17
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,10,10,-3,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,14610300,1.2,-61518800,-80.8,1299127600,1595,-6864,-81.1,146264,293,376,2025-03-04,11,17
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,10,10,0,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,15780300,1.3,1170000,8,1314907900,1807,212,13.3,148071,229,308,2025-03-05,12,17
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,9,9,4,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,38357100,1,24989800,186.9,1374742600,3921,2505,176.9,154256,227,319,2025-03-08,15,17
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,7,7,2,OLD,20241093,"그 시절, 우리가 좋아했던 소녀",2025-02-21,45839500,1.5,7482400,19.5,1420582100,4623,702,17.9,158879,214,310,2025-03-09,16,17
일별 박스오피스,20250221~20250221,2025-02-21,2025-02-21,2,2,0,NEW,20240614,퇴마록,2025-02-21,258745320,16.2,258745320,100,336726760,26501,26501,100,33882,773,2573,2025-02-21,0,21
일별 박스오피스,20250222~20250222,2025-02-22,2025-02-22,2,2,0,OLD,20240614,퇴마록,2025-02-21,421844100,14.1,163098780,63,758570860,43069,16568,62.5,76951,840,2736,2025-02-22,1,21
일별 박스오피스,20250223~20250223,2025-02-23,2025-02-23,2,2,0,OLD,20240614,퇴마록,2025-02-21,375133380,14.3,-46710720,-11.1,1133704240,38520,-4549,-10.6,115471,841,2650,2025-02-23,2,21
일별 박스오피스,20250224~20250224,2025-02-24,2025-02-24,2,2,0,OLD,20240614,퇴마록,2025-02-21,146129000,16.4,-229004380,-61,1279833240,15545,-22975,-59.6,131016,740,2300,2025-02-24,3,21
일별 박스오피스,20250225~20250225,2025-02-25,2025-02-25,2,2,0,OLD,20240614,퇴마록,2025-02-21,135181380,15.4,-10947620,-7.5,1415014620,14376,-1169,-7.5,145392,755,2263,2025-02-25,4,21
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,2,2,0,OLD,20240614,퇴마록,2025-02-21,194406740,12,59225360,43.8,1609421360,24124,9748,67.8,169516,823,2131,2025-02-26,5,21
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,2,2,0,OLD,20240614,퇴마록,2025-02-21,171507500,14.6,-22899240,-11.8,1780928860,18462,-5662,-23.5,187978,811,2076,2025-02-27,6,21
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,3,3,-1,OLD,20240614,퇴마록,2025-02-21,146175860,4.3,-25331640,-14.8,1927104720,15060,-3402,-18.4,203038,817,1278,2025-02-28,7,21
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,3,3,0,OLD,20240614,퇴마록,2025-02-21,331755340,6.4,185579480,127,2258860060,33721,18661,123.9,236759,911,1553,2025-03-01,8,21
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,3,3,0,OLD,20240614,퇴마록,2025-02-21,353616960,6.4,21861620,6.6,2612477020,36529,2808,8.3,273288,935,1641,2025-03-02,9,21
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,3,3,0,OLD,20240614,퇴마록,2025-02-21,272007180,6,-81609780,-23.1,2884484200,28112,-8417,-23,301400,931,1591,2025-03-03,10,21
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,2,2,1,OLD,20240614,퇴마록,2025-02-21,74486380,6.1,-197520800,-72.6,2958970580,7991,-20121,-71.6,309391,806,1383,2025-03-04,11,21
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,3,3,-1,OLD,20240614,퇴마록,2025-02-21,84353660,6.7,9867280,13.2,3043324240,8905,914,11.4,318296,794,1530,2025-03-05,12,21
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,3,3,0,OLD,20240614,퇴마록,2025-02-21,70961040,6.3,-13392620,-15.9,3114285280,7502,-1403,-15.8,325798,786,1486,2025-03-06,13,21
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,3,3,0,OLD,20240614,퇴마록,2025-02-21,130675800,7.8,59714760,84.2,3244961080,13012,5510,73.4,338810,848,1686,2025-03-07,14,21
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,2,2,1,OLD,20240614,퇴마록,2025-02-21,256491960,6.8,125816160,96.3,3501453040,25953,12941,99.5,364763,922,1880,2025-03-08,15,21
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,2,2,0,OLD,20240614,퇴마록,2025-02-21,199090660,6.5,-57401300,-22.4,3700543700,20166,-5787,-22.3,384929,902,1774,2025-03-09,16,21
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,3,3,-1,OLD,20240614,퇴마록,2025-02-21,52979500,6.4,-146111160,-73.4,3753523200,5522,-14644,-72.6,390451,734,1349,2025-03-10,17,21
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,3,3,0,OLD,20240614,퇴마록,2025-02-21,46707100,6.2,-6272400,-11.8,3800230300,4799,-723,-13.1,395250,702,1287,2025-03-11,18,21
일별 박스오피스,20250312~20250312,2025-03-12,2025-03-12,7,7,-4,OLD,20240614,퇴마록,2025-02-21,39856200,4,-6850900,-14.7,3840086500,4198,-601,-12.5,399448,620,900,2025-03-12,19,21
일별 박스오피스,20250313~20250313,2025-03-13,2025-03-13,6,6,1,OLD,20240614,퇴마록,2025-02-21,42588980,3.6,2732780,6.9,3882675480,4499,301,7.2,403947,609,881,2025-03-13,20,21
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,3,3,0,NEW,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,106792680,6.6,106792680,100,137929180,13737,13737,100,17131,581,1427,2025-02-26,0,14
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,4,4,-1,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,82260200,7,-24532480,-23,220189380,9442,-4295,-31.3,26573,588,1348,2025-02-27,1,14
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,4,4,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,65493700,1.9,-16766500,-20.4,285683080,7269,-2173,-23,33842,521,840,2025-02-28,2,14
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,4,4,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,100799100,1.9,35305400,53.9,386482180,11027,3758,51.7,44869,534,807,2025-03-01,3,14
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,4,4,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,106678400,1.9,5879300,5.8,493160580,11482,455,4.1,56351,533,801,2025-03-02,4,14
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,4,4,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,98232120,2.2,-8446280,-7.9,591392700,10794,-688,-6,67145,533,770,2025-03-03,5,14
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,5,5,-1,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,37343100,3.1,-60889020,-62,628735800,4325,-6469,-59.9,71470,483,729,2025-03-04,6,14
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,6,6,-1,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,24158200,1.9,-13184900,-35.3,652894000,2778,-1547,-35.8,74248,392,561,2025-03-05,7,14
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,6,6,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,31690300,2.8,7532100,31.2,684584300,3737,959,34.5,77985,423,614,2025-03-06,8,14
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,6,6,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,37114400,2.2,5424100,17.1,721698700,4220,483,12.9,82205,405,633,2025-03-07,9,14
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,5,5,1,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,107548900,2.8,70434500,189.8,829247600,10993,6773,160.5,93198,444,648,2025-03-08,10,14
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,5,5,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,67794200,2.2,-39754700,-37,897041800,7394,-3599,-32.7,100592,429,622,2025-03-09,11,14
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,5,5,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,20203200,2.4,-47591000,-70.2,917245000,2354,-5040,-68.2,102946,358,497,2025-03-10,12,14
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,5,5,0,OLD,20234689,괜찮아 괜찮아 괜찮아! ,2025-02-26,18039600,2.4,-2163600,-10.7,935284600,2114,-240,-10.2,105060,371,495,2025-03-11,13,14
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,9,9,13,OLD,20236034,백수아파트,2025-02-26,47536800,2.9,42949800,936.3,58546800,6130,5689,1290,7282,456,922,2025-02-26,0,6
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,7,7,2,OLD,20236034,백수아파트,2025-02-26,41560980,3.5,-5975820,-12.6,100107780,4940,-1190,-19.4,12222,447,870,2025-02-27,1,6
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,7,7,4,OLD,20236034,백수아파트,2025-02-26,54650640,1.1,30012840,121.8,179396220,5921,3089,109.1,20975,399,524,2025-03-01,3,6
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,9,9,-2,OLD,20236034,백수아파트,2025-02-26,57048160,1,2397520,4.4,236444380,6161,240,4.1,27136,410,528,2025-03-02,4,6
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,8,8,1,OLD,20236034,백수아파트,2025-02-26,54667300,1.2,-2380860,-4.2,291111680,5648,-513,-8.3,32784,366,475,2025-03-03,5,6
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,4,4,0,NEW,20252587,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,317663500,19.5,317663500,100,317663500,12708,12708,100,12708,82,184,2025-02-26,0,17
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,9,9,4,OLD,20252587,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,108705500,3.2,43803000,67.5,491271500,4349,1752,67.5,19654,63,110,2025-02-28,2,17
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,8,8,3,OLD,20252587,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,164054000,3,62804500,62,756575000,6563,2512,62,30268,69,118,2025-03-02,4,17
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,10,10,10,OLD,20252587,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,88949500,2.3,75458500,559.3,1000786500,3559,3019,559.1,40040,36,70,2025-03-08,10,17
일별 박스오피스,20250314~20250314,2025-03-14,2025-03-14,9,9,11,OLD,20252587,이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,57450000,3.6,43978500,326.5,1186278000,2527,1988,368.8,47690,28,37,2025-03-14,16,17
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,8,8,0,NEW,20252058,첫 번째 키스,2025-02-26,44466100,2.7,44466100,100,75836100,6199,6199,100,9528,184,525,2025-02-26,0,15
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,7,7,4,OLD,20252058,첫 번째 키스,2025-02-26,35871400,1.1,10459400,41.2,137119500,5016,1916,61.8,17644,158,426,2025-02-28,2,15
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,9,9,-2,OLD,20252058,첫 번째 키스,2025-02-26,43430940,0.8,7559540,21.1,180550440,5427,411,8.2,23071,160,413,2025-03-01,3,15
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,8,8,3,OLD,20252058,첫 번째 키스,2025-02-26,12298420,1,-23519200,-65.7,274269600,1714,-2610,-60.4,34506,151,346,2025-03-04,6,15
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,8,8,0,OLD,20252058,첫 번째 키스,2025-02-26,11696800,0.9,-601620,-4.9,285966400,1889,175,10.2,36395,154,254,2025-03-05,7,15
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,9,9,-1,OLD,20252058,첫 번째 키스,2025-02-26,10621400,0.9,-1075400,-9.2,296587800,1687,-202,-10.7,38082,148,254,2025-03-06,8,15
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,10,10,6,OLD,20252058,첫 번째 키스,2025-02-26,7799700,0.9,-9204500,-54.1,349387200,1054,-756,-41.8,43880,140,209,2025-03-10,12,15
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,10,10,0,OLD,20252058,첫 번째 키스,2025-02-26,6828100,0.9,-971600,-12.5,356215300,955,-99,-9.4,44835,136,203,2025-03-11,13,15
일별 박스오피스,20250312~20250312,2025-03-12,2025-03-12,9,9,1,OLD,20252058,첫 번째 키스,2025-02-26,9696100,1,2868000,42,365911400,1541,586,61.4,46376,117,178,2025-03-12,14,15
일별 박스오피스,20250226~20250226,2025-02-26,2025-02-26,6,6,61,OLD,20240147,컴플리트 언노운,2025-02-26,90135160,5.5,89655160,18678.2,120916660,11096,11056,27640,13910,455,917,2025-02-26,0,14
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,6,6,0,OLD,20240147,컴플리트 언노운,2025-02-26,51826280,4.4,-38308880,-42.5,172742940,5353,-5743,-51.8,19263,431,851,2025-02-27,1,14
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,10,10,-4,OLD,20240147,컴플리트 언노운,2025-02-26,36938960,1.1,-14887320,-28.7,209681900,3691,-1662,-31,22954,360,547,2025-02-28,2,14
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,8,8,2,OLD,20240147,컴플리트 언노운,2025-02-26,56717120,1.1,19778160,53.5,266399020,5579,1888,51.2,28533,372,533,2025-03-01,3,14
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,10,10,-2,OLD,20240147,컴플리트 언노운,2025-02-26,61873030,1.1,5155910,9.1,328272050,5985,406,7.3,34518,361,526,2025-03-02,4,14
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,9,9,1,OLD,20240147,컴플리트 언노운,2025-02-26,55362970,1.2,-6510060,-10.5,383635020,5483,-502,-8.4,40001,346,469,2025-03-03,5,14
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,7,7,2,OLD,20240147,컴플리트 언노운,2025-02-26,19319960,1.6,-36043010,-65.1,402954980,2039,-3444,-62.8,42040,322,439,2025-03-04,6,14
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,8,8,3,OLD,20240147,컴플리트 언노운,2025-02-26,16666470,1.5,724570,4.5,435563350,1764,50,2.9,45518,249,301,2025-03-06,8,14
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,9,9,5,OLD,20240147,컴플리트 언노운,2025-02-26,10409570,1.3,-11938290,-53.4,511153780,1081,-1113,-50.7,53017,209,235,2025-03-10,12,14
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,9,9,0,OLD,20240147,컴플리트 언노운,2025-02-26,10474890,1.4,65320,0.6,521628670,1066,-15,-1.4,54083,205,239,2025-03-11,13,14
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,9,9,0,NEW,20252719,힘내라 대한민국,2025-02-27,38710660,3.3,38710660,100,38710660,4099,4099,100,4099,93,186,2025-02-27,0,15
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,8,8,1,OLD,20252719,힘내라 대한민국,2025-02-27,43931400,1.3,5220740,13.5,82642060,4676,577,14.1,8775,83,141,2025-02-28,1,15
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,10,10,-2,OLD,20252719,힘내라 대한민국,2025-02-27,47238620,0.9,3307220,7.5,129880680,5047,371,7.9,13822,97,160,2025-03-01,2,15
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,7,7,3,OLD,20252719,힘내라 대한민국,2025-02-27,81467560,1.5,34228940,72.5,211348240,8401,3354,66.5,22223,103,188,2025-03-02,3,15
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,5,5,2,OLD,20252719,힘내라 대한민국,2025-02-27,101425600,2.2,19958040,24.5,312773840,10781,2380,28.3,33004,113,222,2025-03-03,4,15
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,4,4,1,OLD,20252719,힘내라 대한민국,2025-02-27,40805000,3.4,-60620600,-59.8,353578840,4614,-6167,-57.2,37618,105,208,2025-03-04,5,15
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,5,5,-1,OLD,20252719,힘내라 대한민국,2025-02-27,34703200,2.8,-6101800,-15,388282040,3915,-699,-15.1,41533,114,210,2025-03-05,6,15
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,5,5,0,OLD,20252719,힘내라 대한민국,2025-02-27,38409000,3.4,3705800,10.7,426691040,4549,634,16.2,46082,139,250,2025-03-06,7,15
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,7,7,-2,OLD,20252719,힘내라 대한민국,2025-02-27,28649000,1.7,-9760000,-25.4,455340040,3121,-1428,-31.4,49203,145,267,2025-03-07,8,15
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,8,8,-1,OLD,20252719,힘내라 대한민국,2025-02-27,40162900,1.1,11513900,40.2,495502940,4293,1172,37.6,53496,168,340,2025-03-08,9,15
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,6,6,2,OLD,20252719,힘내라 대한민국,2025-02-27,47030800,1.5,6867900,17.1,542533740,4966,673,15.7,58462,173,323,2025-03-09,10,15
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,6,6,0,OLD,20252719,힘내라 대한민국,2025-02-27,20016300,2.4,-27014500,-57.4,562550040,2256,-2710,-54.6,60718,152,292,2025-03-10,11,15
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,6,6,0,OLD,20252719,힘내라 대한민국,2025-02-27,18240200,2.4,-1776100,-8.9,580790240,2096,-160,-7.1,62814,148,268,2025-03-11,12,15
일별 박스오피스,20250313~20250313,2025-03-13,2025-03-13,10,10,2,OLD,20252719,힘내라 대한민국,2025-02-27,13670200,1.2,4202300,44.4,603928340,1568,456,41,65494,114,152,2025-03-13,14,15
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,1,1,0,NEW,20244821,미키 17,2025-02-28,2451016920,72,2451016920,100,2547448920,248047,248047,100,254393,2151,8758,2025-02-28,0,21
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,1,1,0,OLD,20244821,미키 17,2025-02-28,3572972670,68.7,1121955750,45.8,6120421590,356296,108249,43.6,610689,2153,9232,2025-03-01,1,21
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,1,1,0,OLD,20244821,미키 17,2025-02-28,3731326330,67.5,158353660,4.4,9851747920,376171,19875,5.6,986860,2133,9172,2025-03-02,2,21
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,1,1,0,OLD,20244821,미키 17,2025-02-28,3098002180,68.4,-633324150,-17,12949750100,316111,-60060,-16,1302971,2072,8609,2025-03-03,3,21
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,1,1,0,OLD,20244821,미키 17,2025-02-28,792920440,65.1,-2305081740,-74.4,13742670540,82482,-233629,-73.9,1385453,1882,6935,2025-03-04,4,21
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,1,1,0,OLD,20244821,미키 17,2025-02-28,775100720,61.7,-17819720,-2.2,14517771260,80034,-2448,-3,1465487,1815,6531,2025-03-05,5,21
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,1,1,0,OLD,20244821,미키 17,2025-02-28,684493000,60.4,-90607720,-11.7,15202264260,70861,-9173,-11.5,1536348,1800,6337,2025-03-06,6,21
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,1,1,0,OLD,20244821,미키 17,2025-02-28,1099961710,65.3,415468710,60.7,16302225970,109850,38989,55,1646198,1849,6831,2025-03-07,7,21
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,1,1,0,OLD,20244821,미키 17,2025-02-28,2522271420,66.6,1422309710,129.3,18824497390,252874,143024,130.2,1899072,1895,7536,2025-03-08,8,21
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,1,1,0,OLD,20244821,미키 17,2025-02-28,1983968070,65.1,-538303350,-21.3,20808465460,199475,-53399,-21.1,2098547,1861,7200,2025-03-09,9,21
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,1,1,0,OLD,20244821,미키 17,2025-02-28,503143910,60.6,-1480824160,-74.6,21311609370,52077,-147398,-73.9,2150624,1705,5817,2025-03-10,10,21
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,1,1,0,OLD,20244821,미키 17,2025-02-28,440905700,58.7,-62238210,-12.4,21752515070,45725,-6352,-12.2,2196349,1695,5741,2025-03-11,11,21
일별 박스오피스,20250312~20250312,2025-03-12,2025-03-12,1,1,0,OLD,20244821,미키 17,2025-02-28,427912230,42.4,-12993470,-2.9,22180427300,44646,-1079,-2.4,2240995,1494,4725,2025-03-12,12,21
일별 박스오피스,20250313~20250313,2025-03-13,2025-03-13,1,1,0,OLD,20244821,미키 17,2025-02-28,390468530,33.1,-37443700,-8.8,22570895830,40258,-4388,-9.8,2281253,1428,4421,2025-03-13,13,21
일별 박스오피스,20250314~20250314,2025-03-14,2025-03-14,1,1,0,OLD,20244821,미키 17,2025-02-28,624441600,39.4,233973070,59.9,23195337430,62114,21856,54.3,2343367,1507,4975,2025-03-14,14,21
일별 박스오피스,20250315~20250315,2025-03-15,2025-03-15,1,1,0,OLD,20244821,미키 17,2025-02-28,1438909740,45.3,814468140,130.4,24634247170,144031,81917,131.9,2487398,1608,5785,2025-03-15,15,21
일별 박스오피스,20250316~20250316,2025-03-16,2025-03-16,1,1,0,OLD,20244821,미키 17,2025-02-28,1164584280,42.6,-274325460,-19.1,25798831450,117416,-26615,-18.5,2604814,1580,5556,2025-03-16,16,21
일별 박스오피스,20250317~20250317,2025-03-17,2025-03-17,1,1,0,OLD,20244821,미키 17,2025-02-28,286758880,36.6,-877825400,-75.4,26085590330,29542,-87874,-74.8,2634356,1371,4175,2025-03-17,17,21
일별 박스오피스,20250318~20250318,2025-03-18,2025-03-18,1,1,0,OLD,20244821,미키 17,2025-02-28,264226660,34,-22532220,-7.9,26349816990,27300,-2242,-7.6,2661656,1376,4112,2025-03-18,18,21
일별 박스오피스,20250319~20250319,2025-03-19,2025-03-19,1,1,0,OLD,20244821,미키 17,2025-02-28,215503760,17,-48722900,-18.4,26565320750,23123,-4177,-15.3,2684779,973,2574,2025-03-19,19,21
일별 박스오피스,20250320~20250320,2025-03-20,2025-03-20,1,1,0,OLD,20244821,미키 17,2025-02-28,201208820,21.5,-14294940,-6.6,26766529570,21414,-1709,-7.4,2706193,943,2536,2025-03-20,20,21
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,7,7,0,NEW,20241389,보더랜드,2025-03-05,15550600,1.2,15550600,100,15550600,2371,2371,100,2371,209,388,2025-03-05,0,1
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,2,2,16,OLD,20249251,콘클라베,2025-03-05,94182880,7.5,90636880,2556,138151480,10796,10402,2640.1,15409,566,1081,2025-03-05,0,21
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,2,2,0,OLD,20249251,콘클라베,2025-03-05,74798900,6.6,-19383980,-20.6,212950380,8417,-2379,-22,23826,555,1054,2025-03-06,1,21
